Test
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
5.54,0,0,25.97
,Test
Time (s) ,CO2 (ppm) ,TVOC (ppb) ,Temperature (C) 
19790.97,3052,404,23.28
19796.05,3601,487,23.80
19801.12,3243,433,23.80
19806.19,4274,590,23.80
19811.26,4110,565,23.80
19816.34,3752,510,23.80
19821.41,2598,334,23.80
19826.48,2457,313,23.80
19831.55,2671,345,23.80
19836.63,3663,497,23.28
19841.70,2021,246,22.89
19846.77,1881,225,23.28
19851.84,2488,318,23.28
19856.91,2571,330,23.28
19861.99,2370,300,22.89
19867.06,1723,201,22.51
19872.13,1637,188,22.51
19877.20,1670,193,22.51
19882.27,1605,183,22.51
19887.35,1637,188,22.51
19892.42,1835,218,22.51
19897.49,2287,287,22.51
19902.56,3052,404,22.51
19907.63,3854,526,22.51
19912.71,4644,646,22.89
19917.78,5222,734,22.89
19922.85,6368,909,22.89
19927.92,2801,365,22.89
19932.99,2598,334,22.89
19938.06,2985,393,22.89
19943.13,2598,334,22.89
19948.21,2021,246,22.89
19953.28,3052,404,22.89
19958.35,5302,746,22.89
19963.42,4406,610,22.89
19968.49,2269,284,22.89
19973.56,1917,231,22.51
19978.63,1706,198,22.51
19983.71,1692,196,22.51
19988.78,1637,188,22.51
19993.86,1820,216,22.51
19998.93,2070,254,22.51
20004.00,2070,254,22.51
20009.07,2021,246,22.51
20014.15,2571,330,22.51
20019.22,1897,228,22.51
20024.29,1761,207,22.51
20029.36,1917,231,22.13
20034.43,1692,196,22.13
20039.50,1917,231,22.13
20044.57,1835,218,22.51
20049.65,2218,276,22.51
20054.72,2598,334,22.51
20059.79,3930,537,22.51
20064.86,3472,468,22.51
20069.93,3420,460,22.51
20075.00,2985,393,22.51
20080.08,2765,360,22.89
20085.15,2985,393,22.89
20090.22,4453,617,22.89
20095.29,2402,304,22.89
20100.36,2144,265,22.89
20105.44,2240,280,22.89
20110.51,2370,300,22.89
20115.58,2765,360,22.89
20120.65,4110,565,22.89
20125.72,3930,537,22.89
20130.79,4339,600,22.89
20135.87,3930,537,22.89
20140.95,3854,526,22.89
20146.02,4725,658,22.89
20151.09,3089,409,22.89
20156.16,4725,658,22.89
20161.23,6076,864,23.28
20166.30,6796,974,23.28
20171.38,7877,1139,23.28
20176.45,5021,703,23.80
20181.52,5561,786,23.80
20186.59,3265,436,23.28
20191.66,2589,333,22.89
20196.73,2715,352,22.89
20201.81,5832,827,22.89
20206.88,4617,642,23.28
20211.95,3586,485,23.28
20217.02,3353,449,23.28
20222.10,4671,650,23.28
20227.17,4134,568,23.28
20232.24,5409,763,23.80
20237.31,5832,827,23.80
20242.38,4803,670,23.80
20247.46,6700,959,23.80
20252.53,6399,913,23.80
20257.60,6809,976,23.80
20262.67,3628,491,23.80
20267.74,3586,485,23.80
20272.82,4539,630,23.80
20277.89,5561,786,23.80
20282.96,5918,840,23.80
20288.03,5832,827,24.20
20293.11,2361,298,23.80
20298.18,2070,254,23.80
20303.25,2160,268,23.80
20308.32,3628,491,23.28
20313.40,5832,827,23.80
20318.47,4356,602,23.80
20323.54,2929,385,23.80
20328.61,3265,436,23.28
20333.69,3431,461,23.80
20338.76,4479,621,23.80
20343.83,3905,533,23.80
20348.90,4182,576,23.80
20353.97,3949,540,23.80
20359.04,5096,715,23.80
20364.12,6516,931,23.80
20369.19,6112,870,23.80
20374.26,6112,870,23.80
20379.33,3628,491,23.80
20384.40,4049,555,23.80
20389.48,4671,650,23.80
20394.55,4954,693,23.80
20399.62,3674,498,23.80
20404.69,5663,801,23.80
20409.76,4182,576,23.80
20414.84,4419,612,23.80
20419.91,5096,715,24.20
20424.98,2645,342,23.80
20430.05,2253,282,23.80
20435.13,2070,254,23.80
20440.20,1890,226,23.28
20445.27,1738,203,23.28
20450.35,1792,212,23.28
20455.42,2847,372,23.80
20460.49,1647,189,23.28
20465.56,1506,168,23.28
20470.63,1415,154,23.28
20475.71,1403,152,23.28
20480.78,1352,145,23.28
20485.85,1717,200,23.28
20490.92,2136,264,23.28
20495.99,2300,289,23.28
20501.06,2501,320,23.28
20506.13,4007,549,23.80
20511.21,2715,352,23.28
20516.28,1683,195,23.28
20521.35,1753,206,22.89
20526.42,1520,170,22.89
20531.49,1472,163,22.89
20536.56,1403,152,22.89
20541.64,1375,148,22.89
20546.71,1392,151,22.89
20551.78,1533,172,22.89
20556.85,1392,151,22.89
20561.92,1352,145,22.89
20566.99,1311,138,22.89
20572.07,1630,187,22.89
20577.14,2468,315,22.89
20582.21,2160,268,22.89
20587.28,1890,226,22.89
20592.35,2088,257,22.89
20597.43,2280,286,22.89
20602.50,2527,324,23.28
20607.57,2877,377,23.28
20612.65,2623,338,23.28
20617.72,2623,338,22.89
20622.79,3488,470,23.28
20627.86,3824,521,23.28
20632.93,4803,670,23.28
20638.01,4419,612,23.28
20643.08,4539,630,23.28
20648.15,3905,533,23.28
20653.22,3185,424,23.28
20658.30,3394,456,23.28
20663.37,2110,260,22.89
20668.44,2823,369,22.89
20673.51,5096,715,22.89
20678.59,3949,540,22.89
20683.66,3231,431,22.89
20688.73,2681,347,22.89
20693.80,2253,282,22.89
20698.88,2960,390,22.51
20703.95,2823,369,22.51
20709.02,3394,456,22.51
20714.17,3586,485,22.51
20719.24,3905,533,22.51
20724.31,3905,533,22.51
20729.38,2088,257,22.51
20734.45,2110,260,22.51
20739.54,2501,320,22.13
20744.61,1792,212,22.51
20749.68,1669,193,22.51
20754.76,1647,189,22.51
20759.83,1853,221,22.51
20764.90,1428,156,22.13
20769.97,2330,294,22.13
20775.04,2203,274,21.75
20780.12,2715,352,21.75
20785.19,1570,178,21.38
20790.26,1630,187,21.38
20795.33,2088,257,21.38
20800.40,2184,271,21.75
20805.47,2991,394,21.75
20810.58,3674,498,21.75
20815.65,6112,870,22.13
20820.72,5322,749,22.13
20825.79,2361,298,22.13
20830.86,2029,248,22.13
20835.94,1911,230,22.13
20841.01,2136,264,22.13
20846.08,2527,324,22.13
20851.15,3185,424,22.13
20856.22,3586,485,22.51
20861.30,4879,682,22.51
20866.37,2991,394,22.51
20871.44,2184,271,22.13
20876.51,1991,242,22.51
20881.58,1792,212,22.51
20886.65,1767,208,22.51
20891.73,2184,271,22.51
20896.80,1647,189,22.51
20901.87,1549,175,22.51
20906.95,1472,163,22.51
20912.02,1363,146,22.13
20917.09,1363,146,22.13
20922.16,1300,137,22.13
20927.23,2012,245,22.13
20932.30,1767,208,22.51
20937.38,2555,328,22.51
20942.45,1810,214,22.51
20947.52,1927,232,22.51
20952.60,2847,372,22.51
20957.67,2623,338,22.51
20962.74,4049,555,22.89
20967.81,4617,642,22.89
20972.88,4242,585,22.89
20977.95,4182,576,22.89
20983.02,3905,533,23.28
20988.10,3824,521,23.28
20993.17,3628,491,23.28
20998.24,4803,670,23.28
21003.31,5409,763,23.28
21008.38,3628,491,23.28
21013.45,3628,491,23.80
21018.53,4617,642,23.80
21023.60,6009,854,23.80
21028.67,4007,549,23.80
21033.74,3586,485,23.80
21038.81,5561,786,23.80
21043.88,3949,540,23.80
21048.95,4242,585,23.80
21054.03,4134,568,23.80
21059.11,6009,854,23.80
21064.18,3773,513,23.80
21069.25,2527,324,23.80
21074.32,2330,294,23.80
21079.39,3098,411,23.80
21084.46,3773,513,23.80
21089.54,4049,555,23.80
21094.61,4242,585,23.80
21099.68,2623,338,23.80
21104.75,3265,436,23.28
21109.82,3265,436,23.28
21114.89,4539,630,23.28
21119.97,5021,703,22.89
21125.04,7037,1011,23.28
21130.11,4803,670,23.28
21135.18,4242,585,23.28
21140.25,4954,693,23.28
21145.32,5177,727,23.28
21150.40,3431,461,23.28
21155.47,5918,840,23.28
21160.54,4479,621,23.28
21165.61,3949,540,23.28
21170.69,5242,737,23.28
21175.76,4311,595,23.28
21180.83,5096,715,23.28
21185.90,3773,513,23.28
21190.97,3065,405,23.28
21196.05,3065,405,23.28
21201.12,3265,436,23.28
21206.19,2991,394,23.28
21211.27,1974,239,22.51
21216.34,2070,254,22.51
21221.41,3231,431,22.51
21226.48,2780,362,22.51
21231.56,2645,342,22.51
21236.63,3231,431,22.51
21241.70,2645,342,22.51
21246.77,4182,576,22.51
21251.84,4617,642,22.51
21256.91,3525,476,22.51
21261.99,3824,521,22.89
21267.06,5499,776,22.89
21272.13,4617,642,22.89
21277.21,3674,498,22.89
21282.28,4049,555,22.89
21287.35,2929,385,22.89
21292.42,3431,461,22.89
21297.49,2382,301,22.89
21302.56,1792,212,22.89
21307.63,1669,193,22.89
21312.71,2070,254,22.89
21317.78,3065,405,22.89
21322.85,2780,362,22.89
21327.92,4007,549,22.89
21332.99,3824,521,22.89
21338.06,3431,461,23.28
21343.14,2230,278,23.28
21348.21,2070,254,23.28
21353.28,1697,197,22.89
21358.35,1669,193,23.28
21363.43,2088,257,22.89
21368.50,3065,405,22.89
21373.57,1630,187,22.89
21378.65,1647,189,22.89
21383.72,2253,282,22.89
21388.79,2136,264,22.89
21393.86,2929,385,22.89
21398.94,2447,311,22.89
21404.01,1911,230,22.89
21409.08,1890,226,22.89
21414.15,1738,203,22.89
21419.22,2230,278,22.89
21424.29,3265,436,22.89
21429.37,2847,372,22.89
21434.44,2230,278,22.89
21439.51,1717,200,22.89
21444.58,1506,168,22.51
21449.65,1403,152,22.13
21454.72,1363,146,22.13
21459.79,1335,142,22.51
21464.87,1392,151,22.51
21469.94,2160,268,22.51
21475.01,1868,223,22.51
21480.08,1375,148,22.13
21485.15,1352,145,22.13
21490.22,1494,166,22.13
21495.30,1506,168,22.13
21500.37,1570,178,22.51
21505.44,1506,168,22.51
21510.51,1363,146,22.13
21515.58,1375,148,22.13
21520.66,2012,245,22.13
21525.73,1630,187,22.13
21530.81,2847,372,22.13
21535.88,1616,185,22.13
21540.95,1868,223,22.13
21546.02,1853,221,22.13
21551.09,2623,338,22.13
21556.16,1585,180,22.13
21561.24,1853,221,22.13
21566.31,1669,193,22.13
21571.38,2253,282,22.13
21576.46,2929,385,22.13
21581.53,2160,268,22.13
21586.60,2253,282,22.13
21591.67,1669,193,22.13
21596.74,1683,195,22.13
21601.81,3586,485,22.13
21606.88,3353,449,22.13
21611.96,3065,405,22.51
21617.03,3265,436,22.51
21622.10,3720,505,22.51
21627.17,6009,854,22.51
21632.24,2029,248,22.51
21637.31,1853,221,22.51
21642.39,2230,278,22.51
21647.46,3185,424,22.51
21652.53,2029,248,22.13
21657.60,1767,208,22.13
21662.67,1767,208,22.13
21667.74,1520,170,21.75
21672.81,1927,232,22.13
21677.89,1630,187,21.75
21682.96,1810,214,21.75
21688.03,2070,254,21.75
21693.11,2749,357,21.75
21698.18,3353,449,22.13
21703.25,1991,242,21.75
21708.32,2230,278,21.75
21713.39,5096,715,21.75
21718.46,3720,505,22.13
21723.54,3720,505,22.13
21728.61,3824,521,22.13
21733.68,3033,401,22.13
21738.75,2382,301,22.13
21743.82,1810,214,21.75
21748.89,1630,187,21.75
21753.97,1669,193,21.75
21759.04,2330,294,21.75
21764.11,2413,306,21.75
21769.18,3846,524,21.75
21774.25,4879,682,22.13
21779.33,4752,663,22.13
21784.40,4356,602,22.13
21789.47,3720,505,22.13
21794.54,2501,320,22.13
21799.61,3674,498,22.13
21804.69,2623,338,22.13
21809.76,1868,223,21.75
21814.83,2780,362,21.75
21819.90,4617,642,21.75
21824.97,3353,449,22.13
21830.05,3353,449,22.13
21835.12,3628,491,22.13
21840.19,4539,630,22.13
21845.27,3488,470,22.51
21850.34,3949,540,22.51
21855.41,4539,630,22.51
21860.48,4049,555,22.51
21865.55,6009,854,22.89
21870.62,7753,1120,22.89
21875.70,5409,763,22.89
21880.77,5499,776,22.89
21885.84,3488,470,22.89
21890.91,3586,485,22.89
21895.99,4803,670,22.89
21901.06,3065,405,22.89
21906.13,3674,498,22.89
21911.20,5561,786,22.89
21916.27,3431,461,22.89
21921.35,3185,424,22.89
21926.42,2230,278,22.89
21931.49,1991,242,22.89
21936.56,1890,226,22.89
21941.63,1717,200,22.51
21946.70,1792,212,22.51
21951.78,2012,245,22.51
21956.85,3431,461,22.51
21961.92,3265,436,22.89
21966.99,2413,306,22.89
21972.06,3949,540,22.89
21977.13,5409,763,22.89
21982.21,5177,727,23.28
21987.29,3525,476,23.28
21992.36,2230,278,22.89
21997.43,2012,245,22.89
22002.50,2070,254,22.89
22007.57,2555,328,22.89
22012.65,2413,306,22.89
22017.72,3065,405,22.89
22022.79,2203,274,22.89
22027.86,2447,311,22.89
22032.93,2823,369,22.89
22038.01,3949,540,23.28
22043.08,3488,470,23.28
22048.15,4879,682,23.28
22053.22,3905,533,23.28
22058.29,5663,801,23.80
22063.37,3394,456,23.28
22068.44,2029,248,22.89
22073.51,1830,217,22.89
22078.58,1767,208,22.51
22083.65,1683,195,22.51
22088.73,1974,239,22.51
22093.80,2823,369,22.51
22098.87,2280,286,22.51
22103.94,3185,424,22.51
22109.01,2623,338,22.89
22114.08,2253,282,22.89
22119.16,2555,328,22.89
22124.23,2012,245,22.89
22129.30,1683,195,22.89
22134.37,1630,187,22.89
22139.45,1927,232,22.89
22144.52,2110,260,22.89
22149.59,1683,195,22.89
22154.66,2160,268,22.89
22159.73,2203,274,22.89
22164.81,2527,324,22.89
22169.88,3308,443,23.28
22174.95,3431,461,23.28
22180.02,4954,693,23.28
22185.09,2847,372,23.28
22190.16,2382,301,23.28
22195.24,3149,418,23.28
22200.31,2527,324,23.28
22205.38,2029,248,23.28
22210.45,1792,212,22.89
22215.52,1697,197,22.89
22220.59,2330,294,22.89
22225.66,4134,568,22.89
22230.73,3431,461,22.89
22235.81,2029,248,22.89
22240.88,2823,369,23.28
22245.95,2715,352,23.28
22251.02,3353,449,23.28
22256.09,4311,595,23.28
22261.16,3824,521,23.28
22266.24,3231,431,23.28
22271.31,2230,278,23.28
22276.38,2991,394,23.28
22281.45,3098,411,23.28
22286.52,2589,333,23.28
22291.60,3185,424,23.28
22296.68,2847,372,23.28
22301.75,3265,436,23.80
22306.82,3065,405,23.80
22311.89,2823,369,23.80
22316.96,3353,449,23.80
22322.03,2253,282,23.80
22327.11,2447,311,23.80
22332.18,2715,352,23.80
22337.25,4617,642,23.80
22342.32,3674,498,23.80
22347.39,3231,431,24.20
22352.46,2447,311,24.20
22357.54,2749,357,24.20
22362.61,2447,311,24.20
22367.68,2749,357,24.20
22372.75,3431,461,24.20
22377.82,4617,642,24.20
22382.89,2300,289,24.20
22387.97,2070,254,23.80
22393.04,2203,274,23.80
22398.11,2447,311,23.80
22403.18,3949,540,23.80
22408.25,3065,405,23.80
22413.32,3065,405,23.80
22418.40,4539,630,23.80
22423.47,4879,682,24.20
22428.54,4419,612,24.20
22433.61,3846,524,24.20
22438.68,4954,693,24.60
22443.75,5561,786,24.60
22448.83,7992,1156,25.00
22453.90,3673,498,25.00
22458.97,3969,543,25.00
22464.04,3632,492,25.00
22469.12,6931,994,25.00
22474.19,6285,896,25.41
22479.26,4560,633,25.41
22484.33,6603,944,25.41
22489.40,7985,1155,25.41
22494.47,5027,704,25.41
22499.55,4748,662,25.41
22504.62,3218,429,25.41
22509.69,2683,347,25.41
22514.76,3092,410,25.41
22519.84,2390,303,25.41
22524.91,2709,351,25.41
22529.98,2210,275,25.41
22535.05,2056,252,25.41
22540.12,2420,307,25.41
22545.19,2072,254,25.41
22550.26,1810,214,25.41
22555.34,2168,269,25.41
22560.41,2737,356,25.00
22565.48,2709,351,25.41
22570.55,1841,219,25.00
22575.62,1723,201,25.00
22580.69,1653,190,25.00
22585.76,1639,188,25.00
22590.84,1514,169,25.00
22595.91,1514,169,25.00
22600.98,1427,156,25.00
22606.05,1390,150,25.00
22611.13,1378,148,25.00
22616.20,1603,183,25.00
22621.28,2452,312,25.00
22626.35,2737,356,25.00
22631.42,2596,334,25.00
22636.49,1639,188,25.00
22641.56,1776,209,25.00
22646.63,1603,183,25.00
22651.70,1474,163,25.00
22656.77,1603,183,25.00
22661.84,1755,206,25.00
22666.91,1574,178,24.60
22671.99,1723,201,25.00
22677.06,1545,174,24.60
22682.13,1378,148,24.60
22687.20,1390,150,24.60
22692.27,1337,142,24.60
22697.35,1291,135,24.60
22702.42,1514,169,24.60
22707.49,1359,146,24.60
22712.56,1592,181,24.60
22717.63,1616,185,24.60
22722.71,2532,324,24.60
22727.78,3492,471,25.00
22732.85,4748,662,25.41
22737.92,3674,498,25.41
22742.99,2683,347,25.41
22748.06,3916,535,25.41
22753.14,2210,275,25.41
22758.21,2342,295,25.41
22763.28,3583,484,25.41
22768.35,3981,545,25.41
22773.43,3179,423,25.41
22778.50,2056,252,25.41
22783.57,2916,383,25.41
22788.64,3092,410,25.41
22793.71,4142,570,25.41
22798.78,3727,506,25.41
22803.85,3337,447,25.41
22808.93,4435,614,25.41
22814.00,5587,790,25.82
22819.07,6099,868,25.82
22824.14,6667,954,25.82
22829.21,7992,1156,26.24
22834.29,5901,838,26.24
22839.36,5986,850,26.24
22844.43,6661,953,26.80
22849.50,7334,1056,26.80
22854.57,6492,928,26.80
22859.64,3959,542,27.23
22864.71,4465,619,26.80
22869.79,3532,477,26.80
22874.86,4854,678,26.80
22879.93,6823,978,27.23
22885.00,5509,778,27.23
22890.07,2388,302,27.23
22895.14,2702,350,27.23
22900.22,2867,375,27.23
22905.29,2611,336,27.23
22910.36,2263,283,27.23
22915.44,2638,340,27.23
22920.51,3089,409,27.23
22925.58,2367,299,27.23
22930.65,2985,393,27.23
22935.72,2671,345,27.23
22940.80,2494,319,27.23
22945.87,2283,286,27.23
22950.94,2525,323,27.23
22956.01,1936,234,26.80
22961.08,1693,196,26.80
22966.15,1643,189,26.80
22971.22,1693,196,26.80
22976.30,1663,192,26.80
22981.37,1585,180,26.24
22986.44,1956,237,26.24
22991.51,2197,273,26.24
22996.58,1663,192,26.24
23001.65,1415,154,26.24
23006.72,1382,149,26.24
23011.79,1569,178,26.24
23016.87,1706,198,26.24
23021.94,1501,167,25.82
23027.01,1368,147,25.82
23032.09,1433,157,25.82
23037.16,1759,207,25.82
23042.23,1415,154,25.82
23047.30,1368,147,25.82
23052.37,1741,204,25.82
23057.44,1290,135,25.41
23062.52,1229,126,25.41
23067.59,1643,189,25.41
23072.66,1880,225,25.41
23077.73,1229,126,25.41
23082.80,1359,146,25.41
23087.88,1596,182,25.41
23092.95,2313,291,25.41
23098.02,1444,159,25.82
23103.09,1282,134,25.82
23108.16,1312,138,25.82
23113.23,1629,187,25.82
23118.30,1462,161,25.82
23123.38,1741,204,25.82
23128.45,2130,263,25.82
23133.52,2088,257,25.82
23138.59,2150,266,25.82
23143.67,2589,333,26.24
23148.74,2744,357,26.24
23153.81,2671,345,26.24
23158.88,3161,420,26.24
23163.95,4406,610,26.24
23169.02,1759,207,25.82
23174.10,1844,219,25.82
23179.17,2336,294,25.82
23184.24,1844,219,25.82
23189.31,1812,215,25.82
23194.38,2116,261,25.82
23199.45,3052,404,25.82
23204.52,4303,594,25.82
23209.60,4639,645,26.24
23214.67,2388,302,26.24
23219.74,2730,354,25.82
23224.82,2088,257,25.82
23229.89,2730,354,25.82
23234.96,3089,409,25.41
23240.03,3125,415,25.82
23245.10,2178,270,25.82
23250.17,1706,198,25.41
23255.24,1900,228,25.41
23260.32,2150,266,25.41
23265.39,3052,404,25.41
23270.46,3720,505,25.41
23275.53,3814,520,25.41
23280.60,3023,399,25.41
23285.67,3443,463,25.82
23290.75,3052,404,25.82
23295.82,2216,276,25.82
23300.89,1825,217,25.82
23305.96,1994,242,25.41
23311.03,1917,231,25.82
23316.10,2525,323,25.82
23321.18,2471,315,25.82
23326.25,2611,336,25.82
23331.32,2216,276,25.82
23336.39,2116,261,25.82
23341.46,2263,283,25.82
23346.54,2844,372,25.82
23351.61,2702,350,25.82
23356.68,2414,306,25.82
23361.75,3209,427,25.82
23366.82,2244,280,25.82
23371.91,2313,291,25.82
23376.99,2671,345,25.82
23382.06,3814,520,26.24
23387.13,1956,237,25.82
23392.20,1771,208,25.82
23397.27,2283,286,25.82
23402.35,2589,333,25.82
23407.42,1956,237,25.82
23412.49,3089,409,25.82
23417.56,3622,490,25.82
23422.63,3403,457,25.82
23427.70,3532,477,25.82
23432.78,2844,372,25.82
23437.85,2130,263,25.41
23442.92,2702,350,25.41
23447.99,2388,302,25.41
23453.06,2216,276,25.41
23458.14,1994,242,25.00
23463.21,2283,286,25.00
23468.28,1706,198,25.00
23473.35,2216,276,25.00
23478.42,3125,415,25.00
23483.49,2336,294,25.00
23488.56,2783,363,25.00
23493.64,1544,174,24.60
23498.71,1405,153,24.20
23503.78,1693,196,24.20
23508.85,1596,182,24.60
23513.92,1956,237,24.60
23518.99,2744,357,24.60
23524.07,2589,333,24.60
23529.14,3864,527,25.00
23534.21,2263,283,25.00
23539.29,1679,194,25.00
23544.36,1488,165,25.00
23549.43,1415,154,24.60
23554.50,1516,170,24.60
23559.57,2445,311,25.00
23564.65,3287,439,25.00
23569.72,1844,219,25.00
23574.79,1956,237,25.00
23579.86,2216,276,25.00
23584.93,3023,399,25.00
23590.01,2806,366,25.00
23595.08,2783,363,25.00
23600.15,2197,273,25.00
23605.22,2414,306,25.00
23610.29,3572,483,25.00
23615.36,2611,336,25.00
23620.43,1825,217,24.60
23625.51,2130,263,24.60
23630.58,2494,319,24.60
23635.65,1994,242,24.60
23640.72,3023,399,24.60
23645.79,2921,384,24.60
23650.87,2638,340,24.60
23655.94,1741,204,24.60
23661.01,2589,333,24.60
23666.08,1900,228,24.60
23671.15,1979,240,24.60
23676.22,2130,263,24.60
23681.30,2549,327,24.20
23686.37,2946,387,24.60
23691.45,3318,444,24.60
23696.52,2702,350,24.60
23701.59,3089,409,24.60
23706.66,4465,619,24.60
23711.73,2730,354,25.00
23716.80,2611,336,25.00
23721.88,2806,366,25.00
23726.95,4065,558,25.00
23732.02,3161,420,25.00
23737.09,4406,610,25.00
23742.16,4587,637,25.41
23747.23,4639,645,25.41
23752.31,5509,778,25.41
23757.38,2494,319,25.41
23762.45,4065,558,25.41
23767.52,3572,483,25.41
23772.60,2445,311,25.41
23777.67,1956,237,25.41
23782.74,1727,202,25.41
23787.81,1956,237,25.00
23792.88,1900,228,25.00
23797.95,1516,170,25.00
23803.03,1727,202,25.00
23808.10,2178,270,25.00
23813.17,3237,432,25.00
23818.24,3403,457,25.00
23823.31,1994,242,25.00
23828.38,1759,207,25.00
23833.46,2150,266,25.00
23838.53,1643,189,25.00
23843.60,1629,187,25.00
23848.68,1349,144,24.20
23853.75,1255,130,24.20
23858.82,1194,120,23.80
23863.89,1527,171,23.80
23868.96,1759,207,23.80
23874.04,2388,302,24.20
23879.11,3403,457,24.20
23884.18,3959,542,24.60
23889.25,5056,709,24.60
23894.32,4126,567,24.60
23899.39,4303,594,25.00
23904.46,5353,754,25.00
23909.54,3720,505,25.41
23914.61,3814,520,25.41
23919.68,3403,457,25.41
23924.75,4465,619,25.41
23929.82,4126,567,25.82
23934.89,2921,384,25.82
23939.97,4465,619,25.82
23945.04,5207,732,25.82
23950.11,5112,717,25.82
23955.18,3023,399,25.82
23960.26,3755,511,25.82
23965.33,3622,490,25.82
23970.40,4360,603,25.82
23975.47,3905,533,25.82
23980.54,4303,594,26.24
23985.61,4988,698,26.24
23990.69,4521,627,26.24
23995.76,5353,754,26.24
24000.84,2549,327,26.24
24005.91,1979,240,26.24
24010.98,1956,237,26.24
24016.05,1979,240,26.24
24021.12,2037,249,26.24
24026.19,1956,237,26.24
24031.27,1917,231,26.24
24036.34,2525,323,26.24
24041.41,2549,327,26.24
24046.48,1825,217,26.24
24051.55,1679,194,25.82
24056.62,1900,228,25.82
24061.71,2130,263,25.82
24066.78,2178,270,25.82
24071.85,2638,340,25.82
24076.92,2671,345,25.82
24081.99,3359,450,25.82
24087.06,4303,594,25.41
24092.13,1880,225,25.41
24097.21,2130,263,25.41
24102.28,3905,533,25.82
24107.35,4715,657,25.82
24112.42,3125,415,25.82
24117.49,3622,490,25.82
24122.57,3237,432,25.82
24127.64,2367,299,25.41
24132.71,2549,327,25.41
24137.79,2702,350,25.41
24142.86,1771,208,25.00
24147.94,2806,366,25.00
24153.01,4521,627,25.41
24158.08,3959,542,25.41
24163.15,4065,558,25.41
24168.23,4406,610,25.41
24173.30,4007,549,25.41
24178.37,4007,549,25.82
24183.44,3959,542,25.82
24188.52,5929,842,25.82
24193.59,2388,302,25.82
24198.66,2471,315,25.82
24203.73,3572,483,25.82
24208.81,2088,257,25.82
24213.88,3089,409,25.82
24218.95,2806,366,25.82
24224.02,1880,225,25.41
24229.10,1741,204,25.41
24234.17,1596,182,25.41
24239.24,2494,319,25.41
24244.31,3443,463,25.41
24249.38,3622,490,25.41
24254.46,4587,637,25.82
24259.53,4988,698,25.82
24264.60,2336,294,25.82
